Company_Symbol,Year,Total_Board_Meetings_Per_Year,Company_Overall_Attendance,Total_Should_Attend,Company_Overall_Attendance_Percentage
TNH,2022,N/A,N/A,N/A,N/A
TNH,2023,4,45,56,80.36
TNH,2024,4,46,48,95.83
TNH,2025,N/A,N/A,N/A,N/A
TNH,2026,N/A,N/A,N/A,N/A
TNITY,2021,N/A,N/A,N/A,N/A
TNITY,2022,10,111,115,96.52
TNITY,2023,8,89,93,95.7
TNITY,2024,6,69,69,100.0
TNITY,2025,6,75,75,100.0
TNITY,2026,N/A,N/A,N/A,N/A
TNL,2021,N/A,N/A,N/A,N/A
TNL,2022,13,108,113,95.58
TNL,2023,10,88,90,97.78
TNL,2024,11,118,124,95.16
TNL,2025,11,126,129,97.67
TNL,2026,N/A,N/A,N/A,N/A
TNPC,2021,N/A,N/A,N/A,N/A
TNPC,2022,8,70,72,97.22
TNPC,2023,7,63,63,100.0
TNPC,2024,7,60,63,95.24
TNPC,2025,7,62,63,98.41
TNPC,2026,N/A,N/A,N/A,N/A
TNP,2021,N/A,N/A,N/A,N/A
TNP,2022,6,42,42,100.0
TNP,2023,6,46,46,100.0
TNP,2024,7,61,61,100.0
TNP,2025,6,53,54,98.15
TNP,2026,N/A,N/A,N/A,N/A
TNR,2021,N/A,N/A,N/A,N/A
TNR,2022,N/A,N/A,N/A,N/A
TNR,2023,N/A,N/A,N/A,N/A
TNR,2024,N/A,N/A,N/A,N/A
TNR,2025,4,32,32,100.0
TNR,2026,N/A,N/A,N/A,N/A
TOA,2021,N/A,N/A,N/A,N/A
TOA,2022,9,79,81,97.53
TOA,2023,11,88,92,95.65
TOA,2024,12,71,74,95.95
TOA,2025,12,77,81,95.06
TOA,2026,N/A,N/A,N/A,N/A
TOG,2021,N/A,N/A,N/A,N/A
TOG,2022,8,81,86,94.19
TOG,2023,7,74,76,97.37
TOG,2024,7,75,82,91.46
TOG,2025,7,79,82,96.34
TOG,2026,N/A,N/A,N/A,N/A
TOPP,2021,N/A,N/A,N/A,N/A
TOPP,2022,4,41,47,87.23
TOPP,2023,4,43,48,89.58
TOPP,2024,4,45,48,93.75
TOPP,2025,4,47,48,97.92
TOPP,2026,N/A,N/A,N/A,N/A
TOP,2021,N/A,N/A,N/A,N/A
TOP,2022,18,265,269,98.51
TOP,2023,15,214,215,99.53
TOP,2024,18,249,250,99.6
TOP,2025,17,247,249,99.2
TOP,2026,N/A,N/A,N/A,N/A
TPAC,2021,N/A,N/A,N/A,N/A
TPAC,2022,5,40,40,100.0
TPAC,2023,6,47,48,97.92
TPAC,2024,6,48,48,100.0
TPAC,2025,6,48,48,100.0
TPAC,2026,N/A,N/A,N/A,N/A
TPA,2021,N/A,N/A,N/A,N/A
TPA,2022,5,33,35,94.29
TPA,2023,4,34,35,97.14
TPA,2024,4,34,36,94.44
TPA,2025,1,53,61,86.89
TPA,2026,N/A,N/A,N/A,N/A
TPBI,2021,N/A,N/A,N/A,N/A
TPBI,2022,6,60,60,100.0
TPBI,2023,7,70,70,100.0
TPBI,2024,8,79,79,100.0
TPBI,2025,7,83,83,100.0
TPBI,2026,N/A,N/A,N/A,N/A
TPCH,2021,N/A,N/A,N/A,N/A
TPCH,2022,N/A,N/A,N/A,N/A
TPCH,2023,6,53,54,98.15
TPCH,2024,7,62,63,98.41
TPCH,2025,6,54,54,100.0
TPCH,2026,N/A,N/A,N/A,N/A
TPCS,2021,N/A,N/A,N/A,N/A
TPCS,2022,5,52,54,96.3
TPCS,2023,6,64,65,98.46
TPCS,2024,5,51,55,92.73
TPCS,2025,6,64,66,96.97
TPCS,2026,N/A,N/A,N/A,N/A
TPIPL,2021,N/A,N/A,N/A,N/A
TPIPL,2022,12,164,180,91.11
TPIPL,2023,12,170,180,94.44
TPIPL,2024,13,184,195,94.36
TPIPL,2025,12,159,180,88.33
TPIPL,2026,N/A,N/A,N/A,N/A
TPIPP,2021,N/A,N/A,N/A,N/A
TPIPP,2022,12,170,180,94.44
TPIPP,2023,12,172,192,89.58
TPIPP,2024,12,196,216,90.74
TPIPP,2025,12,206,216,95.37
TPIPP,2026,N/A,N/A,N/A,N/A
TPLAS,2021,N/A,N/A,N/A,N/A
TPLAS,2022,6,60,60,100.0
TPLAS,2023,6,60,60,100.0
TPLAS,2024,6,60,60,100.0
TPLAS,2025,6,60,60,100.0
TPLAS,2026,N/A,N/A,N/A,N/A
TPL,2021,N/A,N/A,N/A,N/A
TPL,2022,N/A,N/A,N/A,N/A
TPL,2023,9,86,89,96.63
TPL,2024,9,63,68,92.65
TPL,2025,N/A,N/A,N/A,N/A
TPL,2026,N/A,N/A,N/A,N/A
TPOLY,2021,N/A,N/A,N/A,N/A
TPOLY,2022,4,34,36,94.44
TPOLY,2023,4,35,36,97.22
TPOLY,2024,4,35,36,97.22
TPOLY,2025,N/A,N/A,N/A,N/A
TPOLY,2026,N/A,N/A,N/A,N/A
TPP,2021,N/A,N/A,N/A,N/A
TPP,2022,4,46,48,95.83
TPP,2023,N/A,N/A,N/A,N/A
TPP,2024,4,44,48,91.67
TPP,2025,4,44,48,91.67
TPP,2026,N/A,N/A,N/A,N/A
TPS,2021,N/A,N/A,N/A,N/A
TPS,2022,5,45,45,100.0
TPS,2023,7,48,49,97.96
TPS,2024,5,35,35,100.0
TPS,2025,4,28,28,100.0
TPS,2026,N/A,N/A,N/A,N/A
TQM,2021,N/A,N/A,N/A,N/A
TQM,2022,8,81,82,98.78
TQM,2023,6,65,66,98.48
TQM,2024,8,88,88,100.0
TQM,2025,6,65,66,98.48
TQM,2026,N/A,N/A,N/A,N/A
TQR,2021,N/A,N/A,N/A,N/A
TQR,2022,N/A,N/A,N/A,N/A
TQR,2023,6,64,64,100.0
TQR,2024,6,64,66,96.97
TQR,2025,7,70,71,98.59
TQR,2026,N/A,N/A,N/A,N/A
TRC,2021,N/A,N/A,N/A,N/A
TRC,2022,8,57,64,89.06
TRC,2023,10,69,70,98.57
TRC,2024,8,54,56,96.43
TRC,2025,9,63,63,100.0
TRC,2026,N/A,N/A,N/A,N/A
TRITN,2021,N/A,N/A,N/A,N/A
TRITN,2022,12,118,120,98.33
TRITN,2023,14,120,126,95.24
TRITN,2024,9,65,81,80.25
TRITN,2025,3,67,78,85.9
TRITN,2026,N/A,N/A,N/A,N/A
TRP,2021,N/A,N/A,N/A,N/A
TRP,2022,N/A,N/A,N/A,N/A
TRP,2023,6,51,53,96.23
TRP,2024,6,50,54,92.59
TRP,2025,4,34,34,100.0
TRP,2026,N/A,N/A,N/A,N/A
TRT,2021,N/A,N/A,N/A,N/A
TRT,2022,7,71,75,94.67
TRT,2023,8,83,88,94.32
TRT,2024,7,77,82,93.9
TRT,2025,6,72,72,100.0
TRT,2026,N/A,N/A,N/A,N/A
TRUBB,2021,N/A,N/A,N/A,N/A
TRUBB,2022,5,53,55,96.36
TRUBB,2023,4,43,44,97.73
TRUBB,2024,5,55,55,100.0
TRUBB,2025,5,55,55,100.0
TRUBB,2026,N/A,N/A,N/A,N/A
TRUE,2021,N/A,N/A,N/A,N/A
TRUE,2022,1,10,11,90.91
TRUE,2023,7,70,77,90.91
TRUE,2024,6,61,66,92.42
TRUE,2025,9,96,98,97.96
TRUE,2026,N/A,N/A,N/A,N/A
TRU,2021,N/A,N/A,N/A,N/A
TRU,2022,4,32,32,100.0
TRU,2023,5,38,40,95.0
TRU,2024,4,32,32,100.0
TRU,2025,4,31,32,96.88
TRU,2026,N/A,N/A,N/A,N/A
TRV,2021,N/A,N/A,N/A,N/A
TRV,2022,7,47,70,67.14
TRV,2023,5,33,45,73.33
TRV,2024,8,54,56,96.43
TRV,2025,N/A,N/A,N/A,N/A
TRV,2026,N/A,N/A,N/A,N/A
TR,2021,N/A,N/A,N/A,N/A
TR,2022,N/A,N/A,N/A,N/A
TR,2023,4,20,28,71.43
TR,2024,5,24,35,68.57
TR,2025,4,19,40,47.5
TR,2026,N/A,N/A,N/A,N/A
TSC,2021,N/A,N/A,N/A,N/A
TSC,2022,4,44,44,100.0
TSC,2023,4,38,44,86.36
TSC,2024,4,40,44,90.91
TSC,2025,4,40,44,90.91
TSC,2026,N/A,N/A,N/A,N/A
TSE,2021,N/A,N/A,N/A,N/A
TSE,2022,5,45,45,100.0
TSE,2023,7,59,59,100.0
TSE,2024,7,47,48,97.92
TSE,2025,7,47,49,95.92
TSE,2026,N/A,N/A,N/A,N/A
TSI,2021,N/A,N/A,N/A,N/A
TSI,2022,N/A,N/A,N/A,N/A
TSI,2023,N/A,N/A,N/A,N/A
TSI,2024,9,81,81,100.0
TSI,2025,13,116,117,99.15
TSI,2026,N/A,N/A,N/A,N/A
TSR,2021,N/A,N/A,N/A,N/A
TSR,2022,11,101,107,94.39
TSR,2023,10,85,100,85.0
TSR,2024,24,190,192,98.96
TSR,2025,20,217,219,99.09
TSR,2026,N/A,N/A,N/A,N/A
TSTE,2021,N/A,N/A,N/A,N/A
TSTE,2022,12,178,180,98.89
TSTE,2023,12,174,180,96.67
TSTE,2024,12,190,196,96.94
TSTE,2025,N/A,N/A,N/A,N/A
TSTE,2026,N/A,N/A,N/A,N/A
TSTH,2021,N/A,N/A,N/A,N/A
TSTH,2022,N/A,N/A,N/A,N/A
TSTH,2023,7,52,53,98.11
TSTH,2024,5,40,40,100.0
TSTH,2025,7,49,70,70.0
TSTH,2026,N/A,N/A,N/A,N/A
TTA,2021,N/A,N/A,N/A,N/A
TTA,2022,8,85,88,96.59
TTA,2023,8,87,88,98.86
TTA,2024,7,76,77,98.7
TTA,2025,11,113,121,93.39
TTA,2026,N/A,N/A,N/A,N/A
TTB,2021,N/A,N/A,N/A,N/A
TTB,2022,15,209,210,99.52
TTB,2023,15,207,210,98.57
TTB,2024,17,234,238,98.32
TTB,2025,17,244,244,100.0
TTB,2026,N/A,N/A,N/A,N/A
TTCL,2021,N/A,N/A,N/A,N/A
TTCL,2022,7,82,84,97.62
TTCL,2023,7,76,78,97.44
TTCL,2024,6,68,71,95.77
TTCL,2025,10,105,108,97.22
TTCL,2026,N/A,N/A,N/A,N/A
TTI,2021,N/A,N/A,N/A,N/A
TTI,2022,N/A,N/A,N/A,N/A
TTI,2023,4,40,40,100.0
TTI,2024,4,40,40,100.0
TTI,2025,N/A,N/A,N/A,N/A
TTI,2026,N/A,N/A,N/A,N/A
TTT,2021,N/A,N/A,N/A,N/A
TTT,2022,4,41,44,93.18
TTT,2023,N/A,N/A,N/A,N/A
TTT,2024,4,45,48,93.75
TTT,2025,N/A,N/A,N/A,N/A
TTT,2026,N/A,N/A,N/A,N/A
TTW,2021,N/A,N/A,N/A,N/A
TTW,2022,6,70,72,97.22
TTW,2023,7,82,83,98.8
TTW,2024,6,70,71,98.59
TTW,2025,5,59,59,100.0
TTW,2026,N/A,N/A,N/A,N/A
TURTLE,2021,N/A,N/A,N/A,N/A
TURTLE,2022,N/A,N/A,N/A,N/A
TURTLE,2023,6,33,33,100.0
TURTLE,2024,N/A,N/A,N/A,N/A
TURTLE,2025,8,48,48,100.0
TURTLE,2026,N/A,N/A,N/A,N/A
TU,2021,N/A,N/A,N/A,N/A
TU,2022,8,81,88,92.05
TU,2023,8,82,88,93.18
TU,2024,8,87,88,98.86
TU,2025,7,72,76,94.74
TU,2026,N/A,N/A,N/A,N/A
TVDH,2021,N/A,N/A,N/A,N/A
TVDH,2022,14,126,133,94.74
TVDH,2023,14,137,147,93.2
TVDH,2024,7,64,70,91.43
TVDH,2025,8,77,81,95.06
TVDH,2026,N/A,N/A,N/A,N/A
TVH,2021,N/A,N/A,N/A,N/A
TVH,2022,N/A,N/A,N/A,N/A
TVH,2023,6,42,42,100.0
TVH,2024,8,54,56,96.43
TVH,2025,8,55,55,100.0
TVH,2026,N/A,N/A,N/A,N/A
TVO,2021,N/A,N/A,N/A,N/A
TVO,2022,8,96,96,100.0
TVO,2023,8,92,94,97.87
TVO,2024,7,79,84,94.05
TVO,2025,7,84,84,100.0
TVO,2026,N/A,N/A,N/A,N/A
TVT,2021,N/A,N/A,N/A,N/A
TVT,2022,6,46,48,95.83
TVT,2023,4,32,32,100.0
TVT,2024,6,48,48,100.0
TVT,2025,4,31,32,96.88
TVT,2026,N/A,N/A,N/A,N/A
TWPC,2021,N/A,N/A,N/A,N/A
TWPC,2022,4,54,57,94.74
TWPC,2023,N/A,N/A,N/A,N/A
TWPC,2024,5,60,64,93.75
TWPC,2025,4,43,46,93.48
TWPC,2026,N/A,N/A,N/A,N/A
TWP,2021,N/A,N/A,N/A,N/A
TWP,2022,5,65,65,100.0
TWP,2023,5,61,65,93.85
TWP,2024,4,51,52,98.08
TWP,2025,4,51,52,98.08
TWP,2026,N/A,N/A,N/A,N/A
TWZ,2021,N/A,N/A,N/A,N/A
TWZ,2022,7,54,54,100.0
TWZ,2023,6,41,42,97.62
TWZ,2024,5,28,32,87.5
TWZ,2025,5,32,35,91.43
TWZ,2026,N/A,N/A,N/A,N/A
TYCN,2021,N/A,N/A,N/A,N/A
TYCN,2022,6,36,42,85.71
TYCN,2023,6,35,42,83.33
TYCN,2024,4,24,24,100.0
TYCN,2025,4,24,25,96.0
TYCN,2026,N/A,N/A,N/A,N/A
UAC,2021,N/A,N/A,N/A,N/A
UAC,2022,N/A,N/A,N/A,N/A
UAC,2023,7,49,49,100.0
UAC,2024,7,49,49,100.0
UAC,2025,6,42,42,100.0
UAC,2026,N/A,N/A,N/A,N/A
UBA,2021,N/A,N/A,N/A,N/A
UBA,2022,7,62,63,98.41
UBA,2023,5,30,30,100.0
UBA,2024,5,42,45,93.33
UBA,2025,5,42,45,93.33
UBA,2026,N/A,N/A,N/A,N/A
UBE,2021,N/A,N/A,N/A,N/A
UBE,2022,10,100,101,99.01
UBE,2023,7,73,76,96.05
UBE,2024,8,83,88,94.32
UBE,2025,8,91,92,98.91
UBE,2026,N/A,N/A,N/A,N/A
UBIS,2021,N/A,N/A,N/A,N/A
UBIS,2022,6,43,43,100.0
UBIS,2023,8,56,56,100.0
UBIS,2024,8,56,56,100.0
UBIS,2025,8,55,56,98.21
UBIS,2026,N/A,N/A,N/A,N/A
UEC,2021,N/A,N/A,N/A,N/A
UEC,2022,4,44,46,95.65
UEC,2023,4,44,44,100.0
UEC,2024,5,50,51,98.04
UEC,2025,N/A,N/A,N/A,N/A
UEC,2026,N/A,N/A,N/A,N/A
UKEM,2021,N/A,N/A,N/A,N/A
UKEM,2022,8,73,80,91.25
UKEM,2023,9,79,90,87.78
UKEM,2024,6,52,60,86.67
UKEM,2025,5,42,50,84.0
UKEM,2026,N/A,N/A,N/A,N/A
UMI,2021,N/A,N/A,N/A,N/A
UMI,2022,N/A,N/A,N/A,N/A
UMI,2023,4,44,48,91.67
UMI,2024,4,45,48,93.75
UMI,2025,5,52,60,86.67
UMI,2026,N/A,N/A,N/A,N/A
UMS,2021,N/A,N/A,N/A,N/A
UMS,2022,6,30,30,100.0
UMS,2023,6,29,30,96.67
UMS,2024,5,21,25,84.0
UMS,2025,N/A,N/A,N/A,N/A
UMS,2026,N/A,N/A,N/A,N/A
UNIQ,2021,N/A,N/A,N/A,N/A
UNIQ,2022,13,139,139,100.0
UNIQ,2023,N/A,N/A,N/A,N/A
UNIQ,2024,N/A,N/A,N/A,N/A
UNIQ,2025,N/A,N/A,N/A,N/A
UNIQ,2026,N/A,N/A,N/A,N/A
UPF,2021,N/A,N/A,N/A,N/A
UPF,2022,12,97,108,89.81
UPF,2023,12,96,104,92.31
UPF,2024,12,105,108,97.22
UPF,2025,12,103,107,96.26
UPF,2026,N/A,N/A,N/A,N/A
UPOIC,2021,N/A,N/A,N/A,N/A
UPOIC,2022,9,59,63,93.65
UPOIC,2023,7,46,47,97.87
UPOIC,2024,5,39,39,100.0
UPOIC,2025,6,48,48,100.0
UPOIC,2026,N/A,N/A,N/A,N/A
UP,2021,N/A,N/A,N/A,N/A
UP,2022,12,97,108,89.81
UP,2023,12,97,104,93.27
UP,2024,12,99,107,92.52
UP,2025,12,99,108,91.67
UP,2026,N/A,N/A,N/A,N/A
UREKA,2021,N/A,N/A,N/A,N/A
UREKA,2022,7,50,52,96.15
UREKA,2023,4,31,31,100.0
UREKA,2024,4,30,30,100.0
UREKA,2025,4,30,30,100.0
UREKA,2026,N/A,N/A,N/A,N/A
UTP,2021,N/A,N/A,N/A,N/A
UTP,2022,4,27,28,96.43
UTP,2023,N/A,N/A,N/A,N/A
UTP,2024,5,28,33,84.85
UTP,2025,N/A,N/A,N/A,N/A
UTP,2026,N/A,N/A,N/A,N/A
UVAN,2021,N/A,N/A,N/A,N/A
UVAN,2022,4,38,39,97.44
UVAN,2023,4,34,40,85.0
UVAN,2024,5,42,45,93.33
UVAN,2025,4,32,40,80.0
UVAN,2026,N/A,N/A,N/A,N/A
UV,2021,N/A,N/A,N/A,N/A
UV,2022,6,54,54,100.0
UV,2023,6,53,54,98.15
UV,2024,5,45,45,100.0
UV,2025,5,43,45,95.56
UV,2026,N/A,N/A,N/A,N/A
VARO,2021,N/A,N/A,N/A,N/A
VARO,2022,4,27,29,93.1
VARO,2023,4,29,29,100.0
VARO,2024,4,31,32,96.88
VARO,2025,5,53,55,96.36
VARO,2026,N/A,N/A,N/A,N/A
VCOM,2021,N/A,N/A,N/A,N/A
VCOM,2022,5,34,35,97.14
VCOM,2023,5,35,35,100.0
VCOM,2024,6,42,42,100.0
VCOM,2025,N/A,N/A,N/A,N/A
VCOM,2026,N/A,N/A,N/A,N/A
VGI,2021,N/A,N/A,N/A,N/A
VGI,2022,N/A,N/A,N/A,N/A
VGI,2023,9,81,81,100.0
VGI,2024,6,53,54,98.15
VGI,2025,9,98,99,98.99
VGI,2026,N/A,N/A,N/A,N/A
VIBHA,2021,N/A,N/A,N/A,N/A
VIBHA,2022,6,90,96,93.75
VIBHA,2023,6,90,90,100.0
VIBHA,2024,6,89,90,98.89
VIBHA,2025,7,98,98,100.0
VIBHA,2026,N/A,N/A,N/A,N/A
VIH,2021,N/A,N/A,N/A,N/A
VIH,2022,N/A,N/A,N/A,N/A
VIH,2023,13,162,166,97.59
VIH,2024,14,156,163,95.71
VIH,2025,12,139,144,96.53
VIH,2026,N/A,N/A,N/A,N/A
VL,2021,N/A,N/A,N/A,N/A
VL,2022,5,39,40,97.5
VL,2023,5,39,39,100.0
VL,2024,7,42,42,100.0
VL,2025,7,42,42,100.0
VL,2026,N/A,N/A,N/A,N/A
VNG,2021,N/A,N/A,N/A,N/A
VNG,2022,4,60,60,100.0
VNG,2023,4,58,58,100.0
VNG,2024,6,87,89,97.75
VNG,2025,6,88,90,97.78
VNG,2026,N/A,N/A,N/A,N/A
VPO,2021,N/A,N/A,N/A,N/A
VPO,2022,6,47,48,97.92
VPO,2023,5,40,40,100.0
VPO,2024,5,34,35,97.14
VPO,2025,6,41,42,97.62
VPO,2026,N/A,N/A,N/A,N/A
VRANDA,2021,N/A,N/A,N/A,N/A
VRANDA,2022,5,47,50,94.0
VRANDA,2023,6,58,60,96.67
VRANDA,2024,4,38,40,95.0
VRANDA,2025,4,36,39,92.31
VRANDA,2026,N/A,N/A,N/A,N/A
VS,2021,N/A,N/A,N/A,N/A
VS,2022,5,36,36,100.0
VS,2023,N/A,N/A,N/A,N/A
VS,2024,N/A,N/A,N/A,N/A
VS,2025,N/A,N/A,N/A,N/A
VS,2026,N/A,N/A,N/A,N/A
WACOAL,2021,N/A,N/A,N/A,N/A
WACOAL,2022,8,91,120,75.83
WACOAL,2023,7,79,105,75.24
WACOAL,2024,9,102,135,75.56
WACOAL,2025,9,100,133,75.19
WACOAL,2026,N/A,N/A,N/A,N/A
WARRIX,2021,N/A,N/A,N/A,N/A
WARRIX,2022,6,48,48,100.0
WARRIX,2023,6,47,47,100.0
WARRIX,2024,6,47,47,100.0
WARRIX,2025,5,40,40,100.0
WARRIX,2026,N/A,N/A,N/A,N/A
WAVE,2021,N/A,N/A,N/A,N/A
WAVE,2022,9,71,74,95.95
WAVE,2023,8,45,48,93.75
WAVE,2024,N/A,N/A,N/A,N/A
WAVE,2025,N/A,N/A,N/A,N/A
WAVE,2026,N/A,N/A,N/A,N/A
WELL,2021,N/A,N/A,N/A,N/A
WELL,2022,N/A,N/A,N/A,N/A
WELL,2023,6,39,48,81.25
WELL,2024,8,64,64,100.0
WELL,2025,6,54,54,100.0
WELL,2026,N/A,N/A,N/A,N/A
WFX,2021,N/A,N/A,N/A,N/A
WFX,2022,6,48,48,100.0
WFX,2023,5,40,40,100.0
WFX,2024,5,37,38,97.37
WFX,2025,7,56,56,100.0
WFX,2026,N/A,N/A,N/A,N/A
WGE,2021,N/A,N/A,N/A,N/A
WGE,2022,5,40,40,100.0
WGE,2023,6,47,48,97.92
WGE,2024,5,40,40,100.0
WGE,2025,5,40,40,100.0
WGE,2026,N/A,N/A,N/A,N/A
WHAUP,2021,N/A,N/A,N/A,N/A
WHAUP,2022,10,100,100,100.0
WHAUP,2023,8,80,80,100.0
WHAUP,2024,8,79,79,100.0
WHAUP,2025,7,69,70,98.57
WHAUP,2026,N/A,N/A,N/A,N/A
WHA,2021,N/A,N/A,N/A,N/A
WHA,2022,8,81,81,100.0
WHA,2023,9,107,107,100.0
WHA,2024,8,92,94,97.87
WHA,2025,7,83,84,98.81
WHA,2026,N/A,N/A,N/A,N/A
WICE,2021,N/A,N/A,N/A,N/A
WICE,2022,7,56,56,100.0
WICE,2023,9,45,45,100.0
WICE,2024,7,55,56,98.21
WICE,2025,11,77,77,100.0
WICE,2026,N/A,N/A,N/A,N/A
WIIK,2021,N/A,N/A,N/A,N/A
WIIK,2022,4,33,33,100.0
WIIK,2023,5,38,45,84.44
WIIK,2024,5,43,43,100.0
WIIK,2025,5,39,45,86.67
WIIK,2026,N/A,N/A,N/A,N/A
WINDOW,2021,N/A,N/A,N/A,N/A
WINDOW,2022,N/A,N/A,N/A,N/A
WINDOW,2023,8,64,64,100.0
WINDOW,2024,4,30,32,93.75
WINDOW,2025,6,43,47,91.49
WINDOW,2026,N/A,N/A,N/A,N/A
WINMED,2021,N/A,N/A,N/A,N/A
WINMED,2022,6,53,57,92.98
WINMED,2023,5,39,41,95.12
WINMED,2024,4,29,32,90.62
WINMED,2025,4,31,32,96.88
WINMED,2026,N/A,N/A,N/A,N/A
WINNER,2021,4,32,32,100.0
WINNER,2022,4,32,32,100.0
WINNER,2023,4,32,32,100.0
WINNER,2024,5,37,38,97.37
WINNER,2025,5,39,40,97.5
WINNER,2026,N/A,N/A,N/A,N/A
WIN,2021,N/A,N/A,N/A,N/A
WIN,2022,12,105,108,97.22
WIN,2023,12,108,108,100.0
WIN,2024,12,105,108,97.22
WIN,2025,N/A,N/A,N/A,N/A
WIN,2026,N/A,N/A,N/A,N/A
WORK,2021,N/A,N/A,N/A,N/A
WORK,2022,4,24,24,100.0
WORK,2023,4,35,40,87.5
WORK,2024,4,37,40,92.5
WORK,2025,4,35,40,87.5
WORK,2026,N/A,N/A,N/A,N/A
WPH,2021,N/A,N/A,N/A,N/A
WPH,2022,4,47,48,97.92
WPH,2023,6,71,72,98.61
WPH,2024,4,47,48,97.92
WPH,2025,4,48,48,100.0
WPH,2026,N/A,N/A,N/A,N/A
WP,2021,N/A,N/A,N/A,N/A
WP,2022,N/A,N/A,N/A,N/A
WP,2023,12,133,156,85.26
WP,2024,12,130,144,90.28
WP,2025,13,132,155,85.16
WP,2026,N/A,N/A,N/A,N/A
WSOL,2021,N/A,N/A,N/A,N/A
WSOL,2022,22,171,172,99.42
WSOL,2023,18,160,162,98.77
WSOL,2024,16,136,143,95.1
WSOL,2025,6,64,69,92.75
WSOL,2026,N/A,N/A,N/A,N/A
XBIO,2021,N/A,N/A,N/A,N/A
XBIO,2022,8,47,52,90.38
XBIO,2023,9,71,73,97.26
XBIO,2024,8,66,70,94.29
XBIO,2025,17,132,136,97.06
XBIO,2026,N/A,N/A,N/A,N/A
XO,2021,N/A,N/A,N/A,N/A
XO,2022,5,49,50,98.0
XO,2023,N/A,N/A,N/A,N/A
XO,2024,7,69,70,98.57
XO,2025,5,50,50,100.0
XO,2026,N/A,N/A,N/A,N/A
XPG,2021,N/A,N/A,N/A,N/A
XPG,2022,9,79,81,97.53
XPG,2023,N/A,N/A,N/A,N/A
XPG,2024,7,54,56,96.43
XPG,2025,10,80,83,96.39
XPG,2026,N/A,N/A,N/A,N/A
XYZ,2021,N/A,N/A,N/A,N/A
XYZ,2022,5,44,45,97.78
XYZ,2023,11,67,135,49.63
XYZ,2024,12,84,84,100.0
XYZ,2025,9,63,67,94.03
XYZ,2026,N/A,N/A,N/A,N/A
YGG,2021,N/A,N/A,N/A,N/A
YGG,2022,4,23,24,95.83
YGG,2023,N/A,N/A,N/A,N/A
YGG,2024,9,50,50,100.0
YGG,2025,N/A,N/A,N/A,N/A
YGG,2026,N/A,N/A,N/A,N/A
YONG,2021,N/A,N/A,N/A,N/A
YONG,2022,5,45,45,100.0
YONG,2023,4,32,32,100.0
YONG,2024,4,32,32,100.0
YONG,2025,4,32,32,100.0
YONG,2026,N/A,N/A,N/A,N/A
YUASA,2021,N/A,N/A,N/A,N/A
YUASA,2022,5,59,60,98.33
YUASA,2023,5,58,60,96.67
YUASA,2024,6,71,72,98.61
YUASA,2025,5,59,60,98.33
YUASA,2026,N/A,N/A,N/A,N/A
ZAA,2021,N/A,N/A,N/A,N/A
ZAA,2022,4,33,36,91.67
ZAA,2023,10,80,81,98.77
ZAA,2024,10,62,70,88.57
ZAA,2025,N/A,N/A,N/A,N/A
ZAA,2026,N/A,N/A,N/A,N/A
ZEN,2021,N/A,N/A,N/A,N/A
ZEN,2022,8,88,88,100.0
ZEN,2023,8,84,88,95.45
ZEN,2024,9,96,99,96.97
ZEN,2025,8,79,82,96.34
ZEN,2026,N/A,N/A,N/A,N/A
ZIGA,2021,N/A,N/A,N/A,N/A
ZIGA,2022,4,24,24,100.0
ZIGA,2023,5,29,30,96.67
ZIGA,2024,5,26,26,100.0
ZIGA,2025,5,30,30,100.0
ZIGA,2026,N/A,N/A,N/A,N/A
